,personUri,personLabel,birthYear,gender,countries,continents,occupations,fields
5980,http://www.wikidata.org/entity/Q2205868,Klopdokter,1981,male,Kingdom of the Netherlands,Europe,"rapper, singer","rapper, singer"
5981,http://www.wikidata.org/entity/Q16523362,Tkyd,1974,male,Hungary,Europe,rapper,rapper
5982,http://www.wikidata.org/entity/Q24006244,Vita,1981,female,United States,North America,"dancer, rapper, record producer, singer, composer, actor","dancer, rapper, record producer, singer, composer, actor"
5983,http://www.wikidata.org/entity/Q3441034,LoLa Monroe,1986,female,United States,North America,"model, rapper, actor","model, rapper, actor"
5984,http://www.wikidata.org/entity/Q444365,Felicia Pearson,1980,female,United States,North America,"rapper, writer, actor","rapper, writer, actor"
5985,http://www.wikidata.org/entity/Q110191711,VITAL POWERS,1991,male,United Kingdom,Europe,"presenter, rapper, musician","presenter, rapper, musician"
5986,http://www.wikidata.org/entity/Q12783606,6pack Čukur,1978,male,Slovenia,Europe,rapper,rapper
5987,http://www.wikidata.org/entity/Q100770208,Fiona Spang,1998,female,Kingdom of Denmark,Europe,"rapper, singer","rapper, singer"
5988,http://www.wikidata.org/entity/Q119842023,Sexyy Red,1998,female,United States,North America,"rapper, singer","rapper, singer"
5989,http://www.wikidata.org/entity/Q118700451,Staiy,1987,male,Germany,Europe,"online streamer, YouTuber, rapper","online streamer, YouTuber, rapper"
5990,http://www.wikidata.org/entity/Q15935,Kanye West,1977,male,United States,North America,"businessperson, writer, director, rapper, songwriter, record producer, singer, entrepreneur","businessperson, writer, director, rapper, songwriter, record producer, singer, entrepreneur"
5991,http://www.wikidata.org/entity/Q455880,Suge Knight,1965,male,United States,North America,"rapper, record producer, composer","rapper, record producer, composer"
5992,http://www.wikidata.org/entity/Q129021730,Danny Jin,2005,male,Japan,Asia,rapper,rapper
5993,http://www.wikidata.org/entity/Q4944043,Boots Riley,1971,male,United States,North America,"rapper, songwriter, record producer, screenwriter","rapper, songwriter, record producer, screenwriter"
5994,http://www.wikidata.org/entity/Q1994583,Krewcial,1973,male,Belgium,Europe,"rapper, record producer, singer","rapper, record producer, singer"
5995,http://www.wikidata.org/entity/Q49661565,Johnny Diggson,1993,male,Germany,Europe,rapper,rapper
5996,http://www.wikidata.org/entity/Q118954942,Khali,1999,male,"France, Morocco","Europe, Africa","rapper, singer","rapper, singer"
5997,http://www.wikidata.org/entity/Q1377825,Jibbs,1990,male,United States,North America,"rapper, musician, singer","rapper, musician, singer"
5998,http://www.wikidata.org/entity/Q42165021,Hornet La Frappe,1992,male,France,Europe,rapper,rapper
5999,http://www.wikidata.org/entity/Q29409866,Josylvio,1992,male,Kingdom of the Netherlands,Europe,rapper,rapper
6000,http://www.wikidata.org/entity/Q1347285,Erick Sermon,1968,male,United States,North America,"rapper, record producer, singer, composer","rapper, record producer, singer, composer"
6001,http://www.wikidata.org/entity/Q49560393,Jasmine Solano,1901,female,United States,North America,"rapper, disc jockey","rapper, disc jockey"
6002,http://www.wikidata.org/entity/Q44953232,Tryt,1996,male,Zimbabwe,Africa,"rapper, record producer","rapper, record producer"
6003,http://www.wikidata.org/entity/Q117309174,Bryan Mg,1996,male,Belgium,Europe,rapper,rapper
6004,http://www.wikidata.org/entity/Q99772927,808Melo,1997,male,United Kingdom,Europe,"rapper, songwriter, record producer","rapper, songwriter, record producer"
6005,http://www.wikidata.org/entity/Q63922309,Johyun,1996,female,South Korea,Asia,"model, rapper, singer, actor","model, rapper, singer, actor"
6006,http://www.wikidata.org/entity/Q7580020,Spose,1985,male,United States,North America,"rapper, songwriter","rapper, songwriter"
6007,http://www.wikidata.org/entity/Q228909,Mary J. Blige,1971,female,United States,North America,"manufacturer, film actor, model, rapper, record producer, singer, entrepreneur, actor","manufacturer, film actor, model, rapper, record producer, singer, entrepreneur, actor"
6008,http://www.wikidata.org/entity/Q61670761,Lil Tjay,2001,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
6009,http://www.wikidata.org/entity/Q21647557,Samuel T. Herring,1984,male,United States,North America,"rapper, singer","rapper, singer"
6010,http://www.wikidata.org/entity/Q448638,Twista,1973,male,United States,North America,"rapper, songwriter, record producer","rapper, songwriter, record producer"
6011,http://www.wikidata.org/entity/Q16638763,Gaël Faye,1982,male,France,Europe,"financier, film actor, voice actor, rapper, songwriter, singer, writer, actor","financier, film actor, voice actor, rapper, songwriter, singer, writer, actor"
6012,http://www.wikidata.org/entity/Q16148891,ANTHM,1985,male,United States,North America,rapper,rapper
6013,http://www.wikidata.org/entity/Q1370892,Phife Dawg,1970,male,United States,North America,"rapper, musician, actor","rapper, musician, actor"
6014,http://www.wikidata.org/entity/Q111188089,Deny Kotasek,1989,male,Mexico,North America,"DJ producer, rapper, songwriter, singer, composer","DJ producer, rapper, songwriter, singer, composer"
6015,http://www.wikidata.org/entity/Q123554895,LFERDA,1991,male,Morocco,Africa,rapper,rapper
6016,http://www.wikidata.org/entity/Q41804552,Ron Stackz,1992,male,United States,North America,"rapper, songwriter","rapper, songwriter"
6017,http://www.wikidata.org/entity/Q126442934,Fat B,1998,female,Benin,Africa,"rapper, photographer","rapper, photographer"
6018,http://www.wikidata.org/entity/Q129261555,Lil Maru,2004,male,United States,North America,rapper,rapper
6019,http://www.wikidata.org/entity/Q17113612,Q17113612,1991,male,Norway,Europe,rapper,rapper
6020,http://www.wikidata.org/entity/Q20657093,Junglepussy,1991,female,United States,North America,"rapper, singer","rapper, singer"
6021,http://www.wikidata.org/entity/Q29950638,Ham VolKan,1994,male,Kingdom of Denmark,Europe,rapper,rapper
6022,http://www.wikidata.org/entity/Q5939454,stic.man,1975,male,United States,North America,"rapper, writer","rapper, writer"
6023,http://www.wikidata.org/entity/Q27734073,C-Kan,1987,male,Mexico,North America,"rapper, songwriter, singer, actor","rapper, songwriter, singer, actor"
6024,http://www.wikidata.org/entity/Q27951852,Bewhy,1993,male,South Korea,Asia,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
6025,http://www.wikidata.org/entity/Q3486476,Skyzoo,1982,male,United States,North America,rapper,rapper
6026,http://www.wikidata.org/entity/Q89872556,Soso Maness,1988,male,France,Europe,"rapper, actor","rapper, actor"
6027,http://www.wikidata.org/entity/Q445375,Merlin Santana,1976,male,United States,North America,"film actor, model, rapper, musician, actor","film actor, model, rapper, musician, actor"
6028,http://www.wikidata.org/entity/Q622951,Kaka Sungura,1987,male,Kenya,Africa,rapper,rapper
6029,http://www.wikidata.org/entity/Q124719212,Shingie-Lee,2003,male,Zimbabwe,Africa,"visual artist, rapper, songwriter, record producer, singer","visual artist, rapper, songwriter, record producer, singer"
6030,http://www.wikidata.org/entity/Q27877143,Kalim,1992,male,Germany,Europe,"rapper, singer","rapper, singer"
6031,http://www.wikidata.org/entity/Q20744680,Safaree Samuels,1981,male,United States,North America,"rapper, songwriter","rapper, songwriter"
6032,http://www.wikidata.org/entity/Q57911410,DPR Ian,1990,male,"South Korea, Australia","Asia, Oceania","rapper, songwriter, musician, singer","rapper, songwriter, musician, singer"
6033,http://www.wikidata.org/entity/Q193710,Ne-Yo,1979,male,United States,North America,"dancer, rapper, songwriter, record producer, singer, actor","dancer, rapper, songwriter, record producer, singer, actor"
6034,http://www.wikidata.org/entity/Q21623339,Jeon Won-woo,1996,male,South Korea,Asia,"rapper, singer","rapper, singer"
6035,http://www.wikidata.org/entity/Q108332401,Efe ejeba,1993,male,Nigeria,Africa,"rapper, media personality, singer","rapper, media personality, singer"
6036,http://www.wikidata.org/entity/Q95677819,George Floyd,1973,male,United States,North America,"driver, security guard, rapper","driver, security guard, rapper"
6037,http://www.wikidata.org/entity/Q1926798,Jiggy Djé,1981,male,Kingdom of the Netherlands,Europe,rapper,rapper
6038,http://www.wikidata.org/entity/Q1744831,Snaga,1978,male,Germany,Europe,rapper,rapper
6039,http://www.wikidata.org/entity/Q880320,Ferris MC,1973,male,Germany,Europe,"rapper, singer, actor","rapper, singer, actor"
6040,http://www.wikidata.org/entity/Q2880265,Bootie Brown,1969,male,United States,North America,"rapper, musician","rapper, musician"
6041,http://www.wikidata.org/entity/Q1343035,MC Rene,1976,male,Germany,Europe,rapper,rapper
6042,http://www.wikidata.org/entity/Q104349572,Cha Cha,1990,male,Italy,Europe,rapper,rapper
6043,http://www.wikidata.org/entity/Q47500051,Jazzy H,1968,male,Kingdom of Denmark,Europe,rapper,rapper
6044,http://www.wikidata.org/entity/Q658212,Dolla,1987,male,United States,North America,"model, rapper, musician","model, rapper, musician"
6045,http://www.wikidata.org/entity/Q112317225,Den-GRiG,2000,male,Russia,Europe,rapper,rapper
6046,http://www.wikidata.org/entity/Q434026,Shing02,1975,male,United States,North America,"activist, rapper, record producer","activist, rapper, record producer"
6047,http://www.wikidata.org/entity/Q111730445,Eva Rapdiva,1988,female,Portugal,Europe,"rapper, politician","rapper, politician"
6048,http://www.wikidata.org/entity/Q123582474,Allen,1999,male,United States,North America,"dancer, rapper, singer","dancer, rapper, singer"
6049,http://www.wikidata.org/entity/Q1178356,Mohaman,1972,male,Hungary,Europe,"rapper, performing artist","rapper, performing artist"
6050,http://www.wikidata.org/entity/Q6402760,Khrysis,1981,male,United States,North America,"rapper, record producer, composer","rapper, record producer, composer"
6051,http://www.wikidata.org/entity/Q86742965,AKKOGORILLA,1988,female,Japan,Asia,"rapper, disc jockey","rapper, disc jockey"
6052,http://www.wikidata.org/entity/Q6125204,Jakki Tha Motamouth,1901,male,United States,North America,rapper,rapper
6053,http://www.wikidata.org/entity/Q88895494,Vibe Ish,1992,male,Israel,Asia,rapper,rapper
6054,http://www.wikidata.org/entity/Q111961546,Hope Ikpoku Jnr,2001,male,United Kingdom,Europe,"rapper, actor","rapper, actor"
6055,http://www.wikidata.org/entity/Q708620,Slick Rick,1965,male,United Kingdom,Europe,"rapper, songwriter, musician, record producer, singer","rapper, songwriter, musician, record producer, singer"
6056,http://www.wikidata.org/entity/Q5556594,Ghetts,1984,male,United Kingdom,Europe,"rapper, songwriter","rapper, songwriter"
6057,http://www.wikidata.org/entity/Q16217430,Mick Luter,1978,male,United States,North America,rapper,rapper
6058,http://www.wikidata.org/entity/Q20810369,Anderson .Paak,1986,male,United States,North America,"percussionist, rapper, filmmaker, songwriter, musician, record producer, singer","percussionist, rapper, filmmaker, songwriter, musician, record producer, singer"
6059,http://www.wikidata.org/entity/Q2015559,Young Noble,1978,male,United States,North America,"rapper, singer","rapper, singer"
6060,http://www.wikidata.org/entity/Q12723969,Cheloo,1978,male,Romania,Europe,"rapper, singer","rapper, singer"
6061,http://www.wikidata.org/entity/Q125022920,Марти Эванс,2007,male,Russia,Europe,"rapper, painter, artist","rapper, painter, artist"
6062,http://www.wikidata.org/entity/Q2333542,Murth The Man-O-Script,1970,male,Kingdom of the Netherlands,Europe,"rapper, singer","rapper, singer"
6063,http://www.wikidata.org/entity/Q4903547,Bice Osei Kuffour,1981,male,Ghana,Africa,"rapper, musician, singer, entrepreneur, politician","rapper, musician, singer, entrepreneur, politician"
6064,http://www.wikidata.org/entity/Q20748329,VilleGalle,1987,male,Finland,Europe,rapper,rapper
6065,http://www.wikidata.org/entity/Q108908420,Toser One,1994,male,Mexico,North America,rapper,rapper
6066,http://www.wikidata.org/entity/Q97238249,Woodie Gochild,1996,male,South Korea,Asia,rapper,rapper
6067,http://www.wikidata.org/entity/Q97317370,Q97317370,1989,male,Latvia,Europe,"rapper, record producer","rapper, record producer"
6068,http://www.wikidata.org/entity/Q7031879,Wanz,1961,male,United States,North America,"street artist, rapper, singer, engineer","street artist, rapper, singer, engineer"
6069,http://www.wikidata.org/entity/Q12337580,Styggtann,1970,male,"Kingdom of Denmark, Norway",Europe,rapper,rapper
6070,http://www.wikidata.org/entity/Q6479645,Lakim Shabazz,1968,male,United States,North America,rapper,rapper
6071,http://www.wikidata.org/entity/Q1372747,Joell Ortiz,1980,male,United States,North America,"rapper, musician","rapper, musician"
6072,http://www.wikidata.org/entity/Q57943898,Yeboyah,1996,female,Finland,Europe,"rapper, actor","rapper, actor"
6073,http://www.wikidata.org/entity/Q1980438,Raw Jawz,1986,male,Belgium,Europe,"rapper, singer","rapper, singer"
6074,http://www.wikidata.org/entity/Q104902676,Lil' C-Style,1974,male,United States,North America,rapper,rapper
6075,http://www.wikidata.org/entity/Q2444329,Man!e,1975,male,Kingdom of the Netherlands,Europe,"rapper, record producer","rapper, record producer"
6076,http://www.wikidata.org/entity/Q5220779,Danny Rodriguez,1967,male,United States,North America,"rapper, musician","rapper, musician"
6077,http://www.wikidata.org/entity/Q28858673,Raxstar,1983,male,Bangladesh,Asia,"rapper, singer","rapper, singer"
6078,http://www.wikidata.org/entity/Q2748293,Eyedea,1981,male,United States,North America,rapper,rapper
6079,http://www.wikidata.org/entity/Q65196402,Louean,2000,male,Sweden,Europe,rapper,rapper
6080,http://www.wikidata.org/entity/Q15261691,Martin Pohl,1986,male,Czech Republic,Europe,"director, rapper, songwriter, musician, singer","director, rapper, songwriter, musician, singer"
6081,http://www.wikidata.org/entity/Q5619302,Gunplay,1979,male,United States,North America,"reality television participant, rapper","reality television participant, rapper"
6082,http://www.wikidata.org/entity/Q3341520,Nikkfurie,1953,male,France,Europe,"rapper, singer","rapper, singer"
6083,http://www.wikidata.org/entity/Q19668038,K-Drama,1984,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
6084,http://www.wikidata.org/entity/Q112613345,Tutti Fenomeni,1996,male,Italy,Europe,rapper,rapper
6085,http://www.wikidata.org/entity/Q18024598,Majoe,1989,male,Germany,Europe,rapper,rapper
6086,http://www.wikidata.org/entity/Q9188598,Tomasz Chada,1978,male,Poland,Europe,rapper,rapper
6087,http://www.wikidata.org/entity/Q8047016,Yak Ballz,1982,male,United States,North America,rapper,rapper
6088,http://www.wikidata.org/entity/Q97819886,Sarahmée,1986,female,Canada,North America,"rapper, musician","rapper, musician"
6089,http://www.wikidata.org/entity/Q5011264,CHOPS,1901,male,United States,North America,"rapper, musician, record producer, composer","rapper, musician, record producer, composer"
6090,http://www.wikidata.org/entity/Q109585402,Lil Frakk,1999,male,Hungary,Europe,"rapper, composer","rapper, composer"
6091,http://www.wikidata.org/entity/Q105062256,Kalle Havumäki,1991,male,Finland,Europe,"radio personality, rapper, media personality","radio personality, rapper, media personality"
6092,http://www.wikidata.org/entity/Q16236223,J-Hope,1994,male,South Korea,Asia,"dancer, rapper, songwriter, record producer, singer, composer","dancer, rapper, songwriter, record producer, singer, composer"
6093,http://www.wikidata.org/entity/Q3488250,Rytmus,1977,male,Slovakia,Europe,rapper,rapper
6094,http://www.wikidata.org/entity/Q7572071,Sozyone Gonzalez,1973,male,Belgium,Europe,"rapper, painter","rapper, painter"
6095,http://www.wikidata.org/entity/Q19666804,Bryshere Y. Gray,1993,male,United States,North America,"film actor, rapper, actor","film actor, rapper, actor"
6096,http://www.wikidata.org/entity/Q88323377,Bomb$hell Grenade,1987,female,Zambia,Africa,"activist, model, rapper, television presenter, singer, businessperson, actor","activist, model, rapper, television presenter, singer, businessperson, actor"
6097,http://www.wikidata.org/entity/Q16232040,Yonas,1987,male,United States,North America,"rapper, singer","rapper, singer"
6098,http://www.wikidata.org/entity/Q63940599,Valery Yefremov,1983,male,Russia,Europe,"rapper, singer","rapper, singer"
6099,http://www.wikidata.org/entity/Q120359138,Q120359138,2007,male,Iran,Asia,rapper,rapper
6100,http://www.wikidata.org/entity/Q96755528,Slava Marlow,1999,male,Russia,Europe,"online streamer, YouTuber, manufacturer, designer, vlogger, rapper, songwriter, performing artist, record producer, singer, audio engineer, composer","online streamer, YouTuber, manufacturer, designer, vlogger, rapper, songwriter, performing artist, record producer, singer, audio engineer, composer"
6101,http://www.wikidata.org/entity/Q4079613,Andrey Batt,1985,male,Russia,Europe,"film actor, rapper, musician, record producer, disc jockey, actor","film actor, rapper, musician, record producer, disc jockey, actor"
6102,http://www.wikidata.org/entity/Q47871671,Lukas Eichhammer,1990,male,Germany,Europe,"film actor, rapper","film actor, rapper"
6103,http://www.wikidata.org/entity/Q105962756,MO3,1992,male,United States,North America,rapper,rapper
6104,http://www.wikidata.org/entity/Q20739374,Roy Woods,1996,male,Canada,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
6105,http://www.wikidata.org/entity/Q1022583,C.mEE,1990,male,Switzerland,Europe,"rapper, singer","rapper, singer"
6106,http://www.wikidata.org/entity/Q107741129,Gdaal,1992,male,Canada,North America,rapper,rapper
6107,http://www.wikidata.org/entity/Q30939259,Azagaia,1984,male,Mozambique,Africa,rapper,rapper
6108,http://www.wikidata.org/entity/Q17165610,Jo-C-Fine,1901,female,Kingdom of Denmark,Europe,rapper,rapper
6109,http://www.wikidata.org/entity/Q806324,Bandit,1975,male,Switzerland,Europe,"rapper, singer","rapper, singer"
6110,http://www.wikidata.org/entity/Q46841038,Eldar Dzharakhov,1994,male,Russia,Europe,"YouTuber, vlogger, rapper, singer","YouTuber, vlogger, rapper, singer"
6111,http://www.wikidata.org/entity/Q812657,Baze,1980,male,Switzerland,Europe,"rapper, singer","rapper, singer"
6112,http://www.wikidata.org/entity/Q2542713,Ali Tabatabaee,1973,male,"United States, Iran","North America, Asia","rapper, songwriter, singer","rapper, songwriter, singer"
6113,http://www.wikidata.org/entity/Q2825148,Adrien Broner,1989,male,United States,North America,"boxer, rapper","boxer, rapper"
6114,http://www.wikidata.org/entity/Q85979258,Caprice,1988,male,Malaysia,Asia,rapper,rapper
6115,http://www.wikidata.org/entity/Q117084797,Jonas Benyoub,1994,male,Norway,Europe,rapper,rapper
6116,http://www.wikidata.org/entity/Q123747234,Blackie,1998,male,Norway,Europe,"rapper, songwriter, singer","rapper, songwriter, singer"
6117,http://www.wikidata.org/entity/Q130427976,Priceless,1990,male,"Ghana, Kingdom of the Netherlands","Africa, Europe",rapper,rapper
6118,http://www.wikidata.org/entity/Q2928775,Busta Flex,1977,male,France,Europe,"rapper, singer","rapper, singer"
6119,http://www.wikidata.org/entity/Q106157258,Gio Pika,1978,male,Russia,Europe,"rapper, songwriter","rapper, songwriter"
6120,http://www.wikidata.org/entity/Q116152073,Olly,2001,male,Italy,Europe,"rapper, musician, singer","rapper, musician, singer"
6121,http://www.wikidata.org/entity/Q6328647,Kesi,1992,male,Kingdom of Denmark,Europe,"rapper, songwriter, singer","rapper, songwriter, singer"
6122,http://www.wikidata.org/entity/Q131305819,Friendly Thug 52 NGG,2000,male,Russia,Europe,rapper,rapper
6123,http://www.wikidata.org/entity/Q16222346,Neef Buck,1983,male,United States,North America,rapper,rapper
6124,http://www.wikidata.org/entity/Q61104672,Atte Toikka,1997,male,Finland,Europe,"rapper, singer","rapper, singer"
6125,http://www.wikidata.org/entity/Q1290707,Speak,1976,male,Hungary,Europe,rapper,rapper
6126,http://www.wikidata.org/entity/Q28758576,Branco,1992,male,Kingdom of Denmark,Europe,"rapper, actor","rapper, actor"
6127,http://www.wikidata.org/entity/Q4042897,Lil Eazy-E,1984,male,United States,North America,"activist, rapper, chief executive officer, record producer","activist, rapper, chief executive officer, record producer"
6128,http://www.wikidata.org/entity/Q5199210,Cyhi the Prynce,1984,male,United States,North America,rapper,rapper
6129,http://www.wikidata.org/entity/Q6731948,Magnolia Shorty,1982,female,United States,North America,rapper,rapper
6130,http://www.wikidata.org/entity/Q134553370,Q134553370,2003,male,United States,North America,rapper,rapper
6131,http://www.wikidata.org/entity/Q1398870,Yes-R,1986,male,Kingdom of the Netherlands,Europe,"rapper, television presenter, songwriter, singer","rapper, television presenter, songwriter, singer"
6132,http://www.wikidata.org/entity/Q3805685,Jack the Smoker,1982,male,Italy,Europe,"rapper, record producer, singer","rapper, record producer, singer"
6133,http://www.wikidata.org/entity/Q1585684,SadiQ,1988,male,Germany,Europe,rapper,rapper
6134,http://www.wikidata.org/entity/Q123195892,Yung Nigo Drippin',1996,male,Iceland,Europe,rapper,rapper
6135,http://www.wikidata.org/entity/Q109953383,Eladio Carrión,1994,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
6136,http://www.wikidata.org/entity/Q109497805,c6merxn,2002,male,United States,North America,"DJ producer, rapper, songwriter, musician, singer","DJ producer, rapper, songwriter, musician, singer"
6137,http://www.wikidata.org/entity/Q283298,Reef the Lost Cauze,1981,male,United States,North America,"rapper, singer","rapper, singer"
6138,http://www.wikidata.org/entity/Q11193554,Coma-chi,1984,female,Japan,Asia,"rapper, singer","rapper, singer"
6139,http://www.wikidata.org/entity/Q89905812,Larsiveli,1992,male,Norway,Europe,rapper,rapper
6140,http://www.wikidata.org/entity/Q3342413,No I.D.,1971,male,United States,North America,"rapper, songwriter, record producer, disc jockey","rapper, songwriter, record producer, disc jockey"
6141,http://www.wikidata.org/entity/Q8058407,Young Scooter,1986,male,United States,North America,"rapper, singer","rapper, singer"
6142,http://www.wikidata.org/entity/Q134154190,Tuimi,1994,female,"Vietnam, Germany","Asia, Europe","rapper, record producer","rapper, record producer"
6143,http://www.wikidata.org/entity/Q6929109,Mr. Pookie,1978,male,United States,North America,rapper,rapper
6144,http://www.wikidata.org/entity/Q54820017,Wang Linkai,1999,male,People's Republic of China,Asia,"dancer, rapper, songwriter, singer, actor","dancer, rapper, songwriter, singer, actor"
6145,http://www.wikidata.org/entity/Q277512,9th Wonder,1975,male,United States,North America,"rapper, musician, record producer, disc jockey, composer","rapper, musician, record producer, disc jockey, composer"
6146,http://www.wikidata.org/entity/Q3444819,Mistah F.A.B.,1982,male,United States,North America,"rapper, songwriter","rapper, songwriter"
6147,http://www.wikidata.org/entity/Q270700,Olivia,1981,female,United States,North America,"television personality, model, rapper, songwriter, singer, actor","television personality, model, rapper, songwriter, singer, actor"
6148,http://www.wikidata.org/entity/Q139837,Zack Hemsey,1983,male,United States,North America,"rapper, record producer, singer, composer","rapper, record producer, singer, composer"
6149,http://www.wikidata.org/entity/Q231560,Zwang,1981,male,Germany,Europe,rapper,rapper
6150,http://www.wikidata.org/entity/Q26709954,Toni Tuklan,1970,male,Germany,Europe,"reggae musician, rapper, singer","reggae musician, rapper, singer"
6151,http://www.wikidata.org/entity/Q106886772,David Afriyie Obeng,1994,male,Canada,North America,"rapper, songwriter, musician, singer","rapper, songwriter, musician, singer"
6152,http://www.wikidata.org/entity/Q6245791,Tim Wolde,1975,male,Sweden,Europe,rapper,rapper
6153,http://www.wikidata.org/entity/Q58008320,Karan Aujla,1997,male,India,Asia,"rapper, songwriter, singer","rapper, songwriter, singer"
6154,http://www.wikidata.org/entity/Q115168120,Big Scythe,1997,male,Poland,Europe,rapper,rapper
6155,http://www.wikidata.org/entity/Q30641612,MC Aese,1991,male,Mexico,North America,"rapper, artist","rapper, artist"
6156,http://www.wikidata.org/entity/Q23307834,Young Scrap,1989,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
6157,http://www.wikidata.org/entity/Q125778722,Blessmon,2003,male,"Cuba, Spain","North America, Europe","rapper, songwriter, singer","rapper, songwriter, singer"
6158,http://www.wikidata.org/entity/Q111577646,DJ Marv Go Hard,1987,male,United States,North America,"camera operator, rapper, journalist, talent manager, record producer, disc jockey, actor, photographer","camera operator, rapper, journalist, talent manager, record producer, disc jockey, actor, photographer"
6159,http://www.wikidata.org/entity/Q108160736,Tyrone Evans Clark,1986,male,United States,North America,"producer, film actor, director, rapper, singer, entrepreneur, businessperson, writer, actor, screenwriter","producer, film actor, director, rapper, singer, entrepreneur, businessperson, writer, actor, screenwriter"
6160,http://www.wikidata.org/entity/Q393406,Aggro Santos,1988,male,Brazil,South America,"rapper, singer","rapper, singer"
6161,http://www.wikidata.org/entity/Q16766758,Jo Kwang-min,1995,male,South Korea,Asia,"model, rapper, singer, actor","model, rapper, singer, actor"
6162,http://www.wikidata.org/entity/Q962811,Mystikal,1970,male,United States,North America,"rapper, songwriter, actor","rapper, songwriter, actor"
6163,http://www.wikidata.org/entity/Q63203871,Nash,1992,male,Germany,Europe,rapper,rapper
6164,http://www.wikidata.org/entity/Q109431090,Basboi,1997,male,Indonesia,Asia,"rapper, songwriter, singer","rapper, songwriter, singer"
6165,http://www.wikidata.org/entity/Q97160911,Tankhead666,1992,male,United States,North America,"rapper, songwriter, record producer","rapper, songwriter, record producer"
6166,http://www.wikidata.org/entity/Q19826501,David Martinjak,1901,male,United States,North America,"programmer, rapper","programmer, rapper"
6167,http://www.wikidata.org/entity/Q102158415,Orzeu,1987,male,Poland,Europe,rapper,rapper
6168,http://www.wikidata.org/entity/Q105872077,Tiagz,1997,male,Canada,North America,"rapper, songwriter, musician, disc jockey","rapper, songwriter, musician, disc jockey"
6169,http://www.wikidata.org/entity/Q7623100,Street Life,2000,male,United States,North America,rapper,rapper
6170,http://www.wikidata.org/entity/Q5857843,Jay Supreme,1965,male,United States,North America,rapper,rapper
6171,http://www.wikidata.org/entity/Q72720,Meshell Ndegeocello,1968,female,United States,North America,"rapper, singer","rapper, singer"
6172,http://www.wikidata.org/entity/Q101205187,Lil Mariko,1997,female,United States,North America,"visual artist, rapper, songwriter, musician, singer","visual artist, rapper, songwriter, musician, singer"
6173,http://www.wikidata.org/entity/Q4812633,Ataf Khawaja,1974,male,Pakistan,Asia,"film actor, rapper, actor","film actor, rapper, actor"
6174,http://www.wikidata.org/entity/Q5321456,Issah Mmari Wangui,1981,male,Kenya,Africa,"rapper, poet","rapper, poet"
6175,http://www.wikidata.org/entity/Q125953137,Jaydes,2006,male,United States,North America,"rapper, songwriter, record producer","rapper, songwriter, record producer"
6176,http://www.wikidata.org/entity/Q61750270,Kim Sun-woo,2000,male,South Korea,Asia,rapper,rapper
6177,http://www.wikidata.org/entity/Q17986464,Chris Miles,1998,male,United States,North America,rapper,rapper
6178,http://www.wikidata.org/entity/Q541377,Classified,1977,male,Canada,North America,"rapper, songwriter, record producer, singer","rapper, songwriter, record producer, singer"
6179,http://www.wikidata.org/entity/Q3412073,L.I.O.,1985,male,France,Europe,"rapper, singer","rapper, singer"
6180,http://www.wikidata.org/entity/Q13459772,Tuomas Kauhanen,1985,male,Finland,Europe,rapper,rapper
6181,http://www.wikidata.org/entity/Q545468,Ayben,1982,female,Turkey,Asia,"rapper, singer","rapper, singer"
6182,http://www.wikidata.org/entity/Q206475,Soulja Slim,1977,male,United States,North America,"rapper, songwriter","rapper, songwriter"
6183,http://www.wikidata.org/entity/Q17430939,Tiye Phoenix,1971,female,United States,North America,"rapper, singer","rapper, singer"
6184,http://www.wikidata.org/entity/Q125604283,W1tch 1337,2000,male,Russia,Europe,"rapper, songwriter, performing artist, musician, record producer","rapper, songwriter, performing artist, musician, record producer"
6185,http://www.wikidata.org/entity/Q106917680,Mydrama,1998,female,Italy,Europe,"rapper, singer","rapper, singer"
6186,http://www.wikidata.org/entity/Q602779,Juicy J,1975,male,United States,North America,"rapper, songwriter, record producer","rapper, songwriter, record producer"
6187,http://www.wikidata.org/entity/Q56353321,VaVa,1993,male,Japan,Asia,"DJ producer, rapper, record producer, disc jockey","DJ producer, rapper, record producer, disc jockey"
6188,http://www.wikidata.org/entity/Q7730259,The Dirtball,1901,male,United States,North America,rapper,rapper
6189,http://www.wikidata.org/entity/Q21558301,Koncept,1985,male,United States,North America,"rapper, songwriter, singer","rapper, songwriter, singer"
6190,http://www.wikidata.org/entity/Q7673054,Tabi Bonney,1977,male,United States,North America,rapper,rapper
6191,http://www.wikidata.org/entity/Q96386530,Laylow,1993,male,France,Europe,rapper,rapper
6192,http://www.wikidata.org/entity/Q2892907,Beat Assailant,1977,male,United States,North America,rapper,rapper
6193,http://www.wikidata.org/entity/Q65198167,Dax,1994,male,Canada,North America,"rapper, songwriter, record producer, singer, poet, actor","rapper, songwriter, record producer, singer, poet, actor"
6194,http://www.wikidata.org/entity/Q55281033,En?gma,1988,male,Italy,Europe,"rapper, singer","rapper, singer"
